x;y;SAGAWI
492398;3125813;14,38000011
492428;3125813;14,06999969
492458;3125813;13,93999958
492488;3125813;14,10999966
492518;3125813;13,89000034
492548;3125813;13,48999977
492578;3125813;13,5
492608;3125813;13,75
492638;3125813;14,05000019
492668;3125813;14,13000011
492698;3125813;14,44999981
492728;3125813;13,72999954
492758;3125813;13,77000046
492788;3125813;13,27999973
492818;3125813;12,60000038
492848;3125813;12,75
492878;3125813;13,03999996
492908;3125813;13,22999954
492938;3125813;13,36999989
492968;3125813;13,76000023
492998;3125813;14,09000015
493028;3125813;13,93000031
493058;3125813;13,88000011
493088;3125813;14,06999969
493118;3125813;14,23999977
493148;3125813;14,19999981
493178;3125813;14,23999977
493208;3125813;14,39999962
493238;3125813;14,5
493268;3125813;14,55000019
493298;3125813;14,78999996
493328;3125813;15,14000034
493358;3125813;15,40999985
493388;3125813;15,22999954
493418;3125813;15,15999985
493448;3125813;15,19999981
493478;3125813;15,10999966
493508;3125813;14,97000027
493538;3125813;15,30000019
493568;3125813;14,73999977
493598;3125813;14,60999966
493628;3125813;14,67000008
493658;3125813;14,42000008
493688;3125813;14,14000034
493718;3125813;14,17000008
493748;3125813;14,21000004
493778;3125813;14,21000004
493808;3125813;14,22000027
493838;3125813;14,35999966
493868;3125813;14,43999958
493898;3125813;14,52000046
493928;3125813;14,35999966
493958;3125813;14,30000019
490058;3125783;13,82999992
490088;3125783;13,89000034
490118;3125783;14,10000038
490148;3125783;14,15999985
490178;3125783;14,09000015
490208;3125783;14,10999966
490238;3125783;14,02999973
490268;3125783;14,05000019
490298;3125783;14,67000008
490328;3125783;14,10999966
490358;3125783;13,84000015
490388;3125783;13,92000008
490418;3125783;14,23999977
490448;3125783;14,22999954
490478;3125783;13,94999981
490508;3125783;13,25
490538;3125783;13,19999981
490568;3125783;13,51000023
490598;3125783;13,81000042
490628;3125783;13,81000042
490658;3125783;13,85000038
490688;3125783;13,94999981
490718;3125783;14,06999969
490748;3125783;14,30000019
490778;3125783;14,64999962
490808;3125783;14,68000031
490838;3125783;14,48999977
490868;3125783;14,10999966
490898;3125783;14,17000008
490928;3125783;14,34000015
490958;3125783;14,36999989
490988;3125783;14,39999962
491018;3125783;14,32999992
491048;3125783;14,18999958
491078;3125783;14,27999973
491108;3125783;14,43999958
491138;3125783;14,52999973
491168;3125783;14,84000015
491198;3125783;15,28999996
491228;3125783;15,43000031
491258;3125783;15,28999996
491288;3125783;15,25
491318;3125783;15,25
491348;3125783;15,60000038
491378;3125783;14,97000027
491408;3125783;14,72999954
491438;3125783;14,39000034
491468;3125783;13,96000004
491498;3125783;13,69999981
491528;3125783;13,77000046
491558;3125783;13,56000042
491588;3125783;13,43000031
491618;3125783;13,27000046
491648;3125783;13,14999962
491678;3125783;13,17000008
491708;3125783;13,52000046
491738;3125783;13,80000019
491768;3125783;13,81999969
491798;3125783;13,80000019
491828;3125783;13,77000046
491858;3125783;13,82999992
491888;3125783;14,02000046
491918;3125783;14,05000019
491948;3125783;14,13000011
491978;3125783;14,31999969
492008;3125783;14,18999958
492038;3125783;14,10999966
492068;3125783;13,89999962
492098;3125783;13,75
492128;3125783;13,69999981
492158;3125783;13,64000034
492188;3125783;13,60999966
492218;3125783;13,69999981
492248;3125783;13,76000023
492278;3125783;13,89000034
492308;3125783;13,89999962
492338;3125783;13,85000038
492368;3125783;13,88000011
492398;3125783;14,06000042
492428;3125783;13,61999989
492458;3125783;13,51000023
492488;3125783;13,52999973
492518;3125783;13,32999992
492548;3125783;13,34000015
492578;3125783;13,48999977
492608;3125783;13,73999977
492638;3125783;13,84000015
492668;3125783;14,19999981
492698;3125783;14,02000046
492728;3125783;14
492758;3125783;13,65999985
492788;3125783;12,71000004
492818;3125783;12,71000004
492848;3125783;13,15999985
492878;3125783;13,65999985
492908;3125783;13,76000023
492938;3125783;14,09000015
492968;3125783;14,61999989
492998;3125783;14,43999958
493028;3125783;14,03999996
493058;3125783;13,93000031
493088;3125783;14,09000015
493118;3125783;14,21000004
493148;3125783;14,28999996
493178;3125783;14,46000004
493208;3125783;14,73999977
493238;3125783;14,90999985
493268;3125783;15,10999966
493298;3125783;15,22000027
493328;3125783;15
493358;3125783;15,38000011
493388;3125783;15,06999969
493418;3125783;15,03999996
493448;3125783;15,01000023
493478;3125783;14,94999981
493508;3125783;14,97999954
493538;3125783;15,39000034
493568;3125783;14,93000031
493598;3125783;14,80000019
493628;3125783;14,85999966
493658;3125783;14,60000038
493688;3125783;14,57999992
493718;3125783;14,75
493748;3125783;14,85000038
493778;3125783;14,85000038
493808;3125783;14,73999977
493838;3125783;14,52000046
493868;3125783;14,47000027
493898;3125783;14,47000027
493928;3125783;14,32999992
493958;3125783;14,31000042
490058;3125753;13,93000031
490088;3125753;14,11999989
490118;3125753;14,73999977
490148;3125753;14,40999985
490178;3125753;14,02999973
490208;3125753;13,92000008
490238;3125753;13,88000011
490268;3125753;14,26000023
490298;3125753;14,72999954
490328;3125753;14,34000015
490358;3125753;13,90999985
490388;3125753;13,89000034
490418;3125753;13,97999954
490448;3125753;13,85000038
490478;3125753;13,56000042
490508;3125753;13,27000046
490538;3125753;13,25
490568;3125753;13,68000031
490598;3125753;14,14000034
490628;3125753;14,01000023
490658;3125753;14,02999973
490688;3125753;14,07999992
490718;3125753;14,09000015
490748;3125753;14,31000042
490778;3125753;14,48999977
490808;3125753;14,40999985
490838;3125753;14,35999966
490868;3125753;14,39000034
490898;3125753;14,61999989
490928;3125753;14,68999958
490958;3125753;14,60000038
490988;3125753;14,65999985
491018;3125753;14,64000034
491048;3125753;14,75
491078;3125753;15,02000046
491108;3125753;14,63000011
491138;3125753;14,42000008
491168;3125753;14,53999996
491198;3125753;14,71000004
491228;3125753;14,67000008
491258;3125753;14,56999969
491288;3125753;14,56999969
491318;3125753;14,60000038
491348;3125753;14,64999962
491378;3125753;14,52000046
491408;3125753;14,64000034
491438;3125753;14,64999962
491468;3125753;14,07999992
491498;3125753;13,73999977
491528;3125753;14,27999973
491558;3125753;14,06999969
491588;3125753;13,56999969
491618;3125753;13,44999981
491648;3125753;13,31000042
491678;3125753;13,35000038
491708;3125753;13,80000019
491738;3125753;13,86999989
491768;3125753;13,77000046
491798;3125753;13,75
491828;3125753;13,80000019
491858;3125753;14,22999954
491888;3125753;14,46000004
491918;3125753;14,09000015
491948;3125753;14,13000011
491978;3125753;14,32999992
492008;3125753;14,47999954
492038;3125753;14,21000004
492068;3125753;13,81999969
492098;3125753;13,71000004
492128;3125753;13,72000027
492158;3125753;13,77000046
492188;3125753;13,80000019
492218;3125753;13,97000027
492248;3125753;13,81999969
492278;3125753;13,68000031
492308;3125753;13,56999969
492338;3125753;13,60000038
492368;3125753;13,65999985
492398;3125753;13,65999985
492428;3125753;13,51000023
492458;3125753;13,21000004
492488;3125753;13,18000031
492518;3125753;13,22999954
492548;3125753;13,35000038
492578;3125753;13,48999977
492608;3125753;13,61999989
492638;3125753;13,90999985
492668;3125753;14,02999973
492698;3125753;13,90999985
492728;3125753;13,89999962
492758;3125753;13,48999977
492788;3125753;12,89999962
492818;3125753;13,13000011
492848;3125753;13,76000023
492878;3125753;14,01000023
492908;3125753;13,97000027
492938;3125753;14,18000031
492968;3125753;14,22999954
492998;3125753;14,13000011
493028;3125753;13,85999966
493058;3125753;13,86999989
493088;3125753;14,10000038
493118;3125753;14,25
493148;3125753;14,39000034
493178;3125753;14,68999958
493208;3125753;15,02999973
493238;3125753;14,97000027
493268;3125753;15,05000019
493298;3125753;14,97000027
493328;3125753;15,27000046
493358;3125753;14,97000027
493388;3125753;14,78999996
493418;3125753;14,81999969
493448;3125753;14,89999962
493478;3125753;14,98999977
493508;3125753;15,05000019
493538;3125753;15,46000004
493568;3125753;15,09000015
493598;3125753;14,98999977
493628;3125753;14,93999958
493658;3125753;15,06000042
493688;3125753;14,94999981
493718;3125753;15,35000038
493748;3125753;15,77000046
493778;3125753;15,76000023
493808;3125753;15,61999989
493838;3125753;14,90999985
493868;3125753;14,47000027
493898;3125753;14,43999958
493928;3125753;14,38000011
493958;3125753;14,47999954
490058;3125723;14,27999973
490088;3125723;14,47000027
490118;3125723;14,76000023
490148;3125723;14,56999969
490178;3125723;14,43999958
490208;3125723;14,14999962
490238;3125723;14,35999966
490268;3125723;14,68999958
490298;3125723;14,61999989
490328;3125723;14,72000027
490358;3125723;14,31000042
490388;3125723;14,02000046
490418;3125723;13,97999954
490448;3125723;13,81000042
490478;3125723;13,63000011
490508;3125723;13,39999962
490538;3125723;13,42000008
490568;3125723;13,81999969
490598;3125723;14,14000034
490628;3125723;14,31000042
490658;3125723;14,11999989
490688;3125723;14,02000046
490718;3125723;14,02999973
490748;3125723;14,35999966
490778;3125723;14,63000011
490808;3125723;14,56999969
490838;3125723;14,52000046
490868;3125723;14,72000027
490898;3125723;14,88000011
490928;3125723;14,78999996
490958;3125723;14,67000008
490988;3125723;14,72000027
491018;3125723;14,93999958
491048;3125723;14,90999985
491078;3125723;14,71000004
491108;3125723;14,73999977
491138;3125723;14,55000019
491168;3125723;14,5
491198;3125723;14,47999954
491228;3125723;14,34000015
491258;3125723;14,34000015
491288;3125723;14,36999989
491318;3125723;14,38000011
491348;3125723;14,43999958
491378;3125723;14,59000015
491408;3125723;14,92000008
491438;3125723;14,69999981
491468;3125723;14,15999985
491498;3125723;13,85999966
491528;3125723;14,35999966
491558;3125723;14,10999966
491588;3125723;14,13000011
491618;3125723;13,63000011
491648;3125723;13,47000027
491678;3125723;13,38000011
491708;3125723;13,93999958
491738;3125723;14,03999996
491768;3125723;13,96000004
491798;3125723;13,89999962
491828;3125723;14,25
491858;3125723;14,28999996
491888;3125723;14,47999954
491918;3125723;14,10000038
491948;3125723;14,11999989
491978;3125723;14,31999969
492008;3125723;14,48999977
492038;3125723;14,18000031
492068;3125723;13,69999981
492098;3125723;13,56000042
492128;3125723;13,68999958
492158;3125723;13,77000046
492188;3125723;13,82999992
492218;3125723;13,96000004
492248;3125723;13,46000004
492278;3125723;13,56000042
492308;3125723;13,64000034
492338;3125723;13,60999966
492368;3125723;13,68999958
492398;3125723;13,72999954
492428;3125723;13,72999954
492458;3125723;13,64999962
492488;3125723;13,43000031
492518;3125723;13,43999958
492548;3125723;13,55000019
492578;3125723;13,71000004
492608;3125723;14,02000046
492638;3125723;14,22999954
492668;3125723;14,13000011
492698;3125723;13,97000027
492728;3125723;13,94999981
492758;3125723;13,68000031
492788;3125723;13,27000046
492818;3125723;13,52000046
492848;3125723;13,94999981
492878;3125723;14,28999996
492908;3125723;14,10000038
492938;3125723;14,11999989
492968;3125723;14,14000034
492998;3125723;14,06000042
493028;3125723;13,75
493058;3125723;13,73999977
493088;3125723;14,02999973
493118;3125723;14,26000023
493148;3125723;14,40999985
493178;3125723;14,69999981
493208;3125723;15,19999981
493238;3125723;15,22999954
493268;3125723;15,06999969
493298;3125723;15,30000019
493328;3125723;15,06000042
493358;3125723;14,81999969
493388;3125723;14,76000023
493418;3125723;14,85999966
493448;3125723;14,93999958
493478;3125723;15,02999973
493508;3125723;15,14999962
493538;3125723;15,52999973
493568;3125723;15,19999981
493598;3125723;15,05000019
493628;3125723;15,02000046
493658;3125723;15,02000046
493688;3125723;15,21000004
493718;3125723;15,42000008
493748;3125723;15,93000031
493778;3125723;15,88000011
493808;3125723;15,57999992
493838;3125723;15,43000031
493868;3125723;14,90999985
493898;3125723;14,59000015
493928;3125723;14,65999985
493958;3125723;14,76000023
490058;3125693;14,63000011
490088;3125693;14,57999992
490118;3125693;14,92000008
490148;3125693;14,69999981
490178;3125693;14,57999992
490208;3125693;14,85999966
490238;3125693;14,67000008
490268;3125693;14,51000023
490298;3125693;14,51000023
490328;3125693;14,52000046
490358;3125693;14,46000004
490388;3125693;14,21000004
490418;3125693;14,10999966
490448;3125693;14,06000042
490478;3125693;13,89000034
490508;3125693;13,64000034
490538;3125693;13,64999962
490568;3125693;14,22000027
490598;3125693;14,23999977
490628;3125693;14,27999973
490658;3125693;14,27999973
490688;3125693;13,97000027
490718;3125693;14,10000038
490748;3125693;14,5
490778;3125693;14,81999969
490808;3125693;14,86999989
490838;3125693;14,94999981
490868;3125693;15,17000008
490898;3125693;15,22999954
490928;3125693;15,01000023
490958;3125693;14,71000004
490988;3125693;14,65999985
491018;3125693;14,71000004
491048;3125693;14,73999977
